country_name,country_code,region,income_group,year,gdp_usd,population,life_expectancy,unemployment_rate,co2_emissions_per_capita,access_to_electricity_pct,source_file,ingested_at
"Korea, Rep.",KOR,East Asia & Pacific,High income,2002,696695489142.0,47512620.0,76.9,4.33,9.93,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2015,1479643030678.0,46910827.0,83.0,18.35,5.64,99.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2000,1657142507378.0,58958771.0,77.8,5.25,9.65,99.95,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2016,267657270437.0,93459252.0,73.6,1.75,2.73,98.56,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2022,1017507792501.0,84829174.0,77.1,10.52,5.23,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2003,2700348505151.0,1285032141.0,72.6,,3.63,99.64,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russia,RUS,Europe & Central Asia,Upper middle income,2003,635050180956.0,145486062.0,66.5,9.28,10.76,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2012,836232462810.0,249673601.0,69.4,5.01,1.89,94.42,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2018,896433473705.0,17215607.0,82.0,3.63,8.84,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2015,2633996217316.0,66265441.0,82.4,8.25,5.27,99.73,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2017,1480836309039.0,47006048.0,83.4,16.81,5.35,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2005,155191482325.0,75733088.0,69.4,8.78,2.11,98.86,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2022,1336282016303.0,275501399.0,70.7,3.69,2.48,99.8,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2021,1874116580776.0,144185998.0,69.7,4.4,11.16,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2016,1518338187393.0,50956755.0,82.3,4.0,12.33,99.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,40123321229.0,40437793.0,60.4,6.23,0.32,18.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2008,2375726238583.0,61994149.0,80.0,7.35,8.66,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2005,234087690988.0,65122921.0,72.4,1.61,3.47,91.13,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2003,11873204043611.0,290349526.0,77.1,6.0,18.51,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2021,3309262243580.0,1405864850.0,68.8,6.14%,1.86,97.88,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2002,5132483114054.0,127063383.0,81.4,4.79,9.87,99.44,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2016,482668422990.0,69958076.0,77.5,0.81,4.1,99.74,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2006,1262564978838.0,32651327.0,80.5,7.76,16.47,99.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2006,398954920470.0,9170360.0,80.9,7.42,5.39,99.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2009,1026660201634.0,21720378.0,81.6,7.03,17.62,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,557103124263.0,28129465.0,74.8,5.55,16.57,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2021,766665528878.0,37265971.0,76.4,3.26,7.29,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2015,429307972556.0,43245460.0,76.0,8.32,3.98,99.35,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
UK,GBR,Europe & Central Asia,High income,2022,3348343978816.0,67976292.0,81.0,4.21,4.93,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2014,1180073783103.0,119018013.0,75.5,4.47,3.67,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZMB,Sub-Saharan Africa,Upper middle income,2014,396672116333.0,54331817.0,61.5,26.04,7.85,83.77,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2012,2141182108592.0,59345557.0,82.2,9.44,6.59,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2003,14677797318.0,72640659.0,54.5,2.83,0.06,15.12,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,192671108592.0,80005234.0,70.0,8.69,2.27,98.83,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2008,1911140435006.0,192342870.0,72.5,8.83,2.09,98.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2018,2726917155783.0,1366203457.0,70.2,5.66,1.74,94.07,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2011,2566579754908.0,63252348.0,80.6,7.41,7.89,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2013,880858182106.0,252563137.0,69.7,4.87,1.91,94.96,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2009,681687139633.0,241012315.0,68.3,5.81,1.68,92.59,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2023,156987036907.0,126485619.0,66.9,3.25,0.16,54.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2017,2593812034831.0,66825665.0,82.5,8.36,4.6,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2021,2157670632132.0,59280870.0,82.5,9.35,4.98,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2009,1066702817697.0,143704821.0,68.4,9.52,11.51,99.8,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2004,759683534301.0,145247119.0,66.8,9.23,10.95,99.9,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2020,858975041461.0,83847857.0,76.7,12.93,4.64,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2023,2099264622042.0,40051304.0,81.8,5.13,14.64,99.99,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2020,506369325683.0,71358151.0,78.4,1.09,3.76,99.19,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2007,431870816245.0,25370721.0,74.1,5.27,16.11,98.96,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2009,1897235726788.0,59053144.0,81.8,10.4,7.05,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2016,1472519059027.0,46968652.0,83.1,17.01,5.57,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2010,851555806894.0,16594779.0,80.8,5.66,11.33,99.46,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2016,1326680433166.0,24277715.0,82.6,5.31,15.65,99.94,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2000,652846267464.0,175925034.0,69.9,9.33,2.0,95.39,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2015,1305946233257.0,23903581.0,82.5,5.44,15.95,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States of America,USA,North America,High income,2017,19973680053037.0,323921843.0,78.6,5.04,14.42,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2018,445653138319.0,198364851.0,52.8,5.37,0.61,54.26,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2014,918916175135.0,255312634.0,69.8,4.63,2.04,95.53,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2015,241103795431.0,92343371.0,73.8,1.71,2.68,98.31,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2010,485136458727.0,38000693.0,76.4,10.32,8.3,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2006,82597309192.0,84419438.0,73.1,1.51,1.23,93.29,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2017,12502700921618.0,1391650676.0,77.1,4.42,6.99,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2023,497563543395.0,5520815.0,83.5,3.75,6.33,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2007,2198936440935.0,63768278.0,80.8,8.46,6.17,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2005,886564570864.0,106475836.0,75.1,4.08,3.78,97.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2017,290240612615.0,94511517.0,73.8,1.87,2.84,98.92,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2015,507476222286.0,9881855.0,82.2,7.1,4.35,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2015,2031535853332.0,204457422.0,74.7,10.46,2.22,99.01,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2018,317930674286.0,95382637.0,73.7,1.96,3.14,98.76,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2003,156105482670.0,133973899.0,47.5,3.79,0.74,47.19,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2007,1184597541777.0,44776949.0,81.4,18.84,6.37,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2002,381803526971.0,64992911.0,72.4,7.67,3.44,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2009,745960335759.0,16542991.0,80.5,6.39,11.08,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2014,70763263852.0,45016970.0,63.5,5.64,0.36,41.64,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2000,171840948012.0,4487959.0,78.7,3.31,8.44,99.92,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2019,614175920271.0,37904968.0,78.3,3.51,8.14,99.62,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2006,1187507763423.0,1164739135.0,65.3,7.96,1.22,69.37,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2006,13171469895570.0,298510217.0,77.8,7.31,18.4,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2013,1150733932935.0,117640107.0,75.8,5.0,3.74,99.34,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2012,591995101901.0,28948262.0,74.9,5.53,16.11,99.56,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2014,434760376709.0,68998908.0,76.3,0.87,4.03,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2018,2876630207703.0,66325693.0,81.1,4.53,5.63,99.79,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2022,144658663912.0,123451948.0,66.8,3.2,0.15,53.95,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2018,87593591612.0,111106834.0,66.0,3.26,0.13,46.1,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2002,928283175615.0,31381132.0,79.7,7.4,17.28,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2013,190598499745.0,90410870.0,73.8,1.44,2.13,98.09,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2008,1031431789955.0,49041062.0,79.5,3.84,11.29,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2007,920734057342.0,21158011.0,81.0,5.72,17.41,99.24,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2004,937275247925.0,1128188883.0,64.2,7.65,1.15,65.87,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2020,1356363074888.0,47466477.0,82.1,16.39,4.69,99.46,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,1146778492567.0,116534714.0,75.8,5.34,3.74,99.28,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2008,376420129679.0,4811137.0,80.6,3.58,9.03,99.98,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Iran,IRN,Middle East & North Africa,Lower middle income,2020,328019789190.0,81113858.0,76.4,10.37,7.57,100.0,manual_addendum.xlsx,2026-08-20 16:03:11
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,NULL,164366784.0,51.2,3.72,0.81,50.93,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2019,417488214030.0,5354102.0,83.1,3.81,6.79,99.33,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2001,146816334432.0,63524840.0,71.2,2.25,3.05,83.83,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2014,3657492936063.0,82451261.0,80.5,5.63,9.0,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2022,386160549250.0,59826183.0,64.7,31.92,6.93,86.08,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2014,2647848856290.0,65965149.0,82.2,8.71,5.38,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2022,17187903167570.0,1410369907.0,78.3,4.89,8.1,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2003,219747759604.0,46789220.0,56.9,27.34,8.07,74.14,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2006,580562213053.0,68626458.0,73.6,8.84,3.83,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2005,1638603683981.0,58109327.0,81.0,9.57,7.67,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2001,98455766520.0,126512574.0,46.9,3.89,0.7,45.34,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2023,27138374841333.0,335043858.0,79.2,3.62,12.23,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2005,1024317781463.0,43628874.0,80.7,17.1,6.95,99.97,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2020,376314890774.0,97505012.0,73.7,2.12,3.1,99.23,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2000,8086344616.0,66206621.0,51.4,2.75,0.05,13.39,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,342266243507.0,50505504.0,58.6,26.62,8.7,81.91,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2005,334193794957.0,38119171.0,74.9,13.24,8.42,99.79,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2014,1689110015682.0,35579674.0,81.8,6.89,15.63,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2008,5093610824673.0,1323253282.0,74.2,4.2,5.29,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2018,1765488856474.0,37216479.0,82.0,5.95,15.32,99.99,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2004,3145816797849.0,1293678448.0,72.9,3.67,3.95,99.2,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2010,357492754051.0,159487549.0,51.2,3.84,0.8,51.17,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2017,89074361353.0,47659652.0,65.0,5.46,0.37,58.86,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2000,420352286666.0,19209520.0,79.1,6.52,17.85,99.97,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2020,527099341167.0,10346488.0,82.5,8.27,3.35,99.79,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
USA,USA,North America,High income,2012,16423677527693.0,313365776.0,78.6,8.56,16.83,99.42,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2007,378495085599.0,39975860.0,75.0,9.8,4.07,96.87,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2013,244810200899.0,88574424.0,70.4,8.95,2.26,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2000,1959278804650.0,82187070.0,78.0,7.98,10.69,99.77,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2006,682958335579.0,16320487.0,79.8,4.02,11.09,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2002,307201915528.0,8972891.0,79.9,6.33,5.65,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2001,286685724282.0,8919413.0,79.9,6.04,5.39,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2019,2962565354341.0,66773803.0,81.2,3.96,4.96,99.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2007,967476589414.0,109589249.0,75.4,4.57,4.03,98.32,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2020,1916874379735.0,59429043.0,82.0,9.38,4.97,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2018,2049817769035.0,59608154.0,82.9,10.0,5.32,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2016,905926755518.0,17046915.0,81.6,3.77,9.47,99.62,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2003,271858473971.0,38205022.0,74.6,14.95,7.86,99.8,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2005,1441637651528.0,186293751.0,71.6,8.96,2.02,96.82,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,417777370000.0,51244276.0,59.0,25.49,8.76,83.04,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2009,1474751053407.0,1216339268.0,66.6,8.45,1.39,74.04,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2020,1488230144368.0,25687409.0,83.3,6.17,13.79,99.67,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2011,1780037806162.0,1251391702.0,67.3,7.88,1.49,77.72,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
World,WLD,Aggregates,Aggregates,2015,29453327053017.0,7084153529.0,79.5,5.73,6.25,82.54,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2023,4223557772710.0,124451541.0,84.0,2.56,8.0,99.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,466923782566.0,26045792.0,74.1,5.67,15.68,98.94,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2001,2087649533723.0,82109490.0,78.5,7.82,10.62,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2008,688189385450.0,70463259.0,74.4,10.22,3.99,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2004,813351413707.0,48074410.0,77.7,4.1,10.55,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2006,927341755674.0,48516138.0,78.6,3.96,11.04,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2002,286624581461.0,220365016.0,66.7,5.88,1.4,87.59,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2010,1601692635751.0,34043652.0,unknown,8.6,16.76,99.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2011,2178433827061.0,59307468.0,82.1,8.9,6.96,99.24,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2021,4285259357467.0,83745797.0,80.7,3.59,7.32,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2005,301050765772.0,4691329.0,80.0,3.56,8.43,99.76,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2022,1700447864567.0,51663427.0,83.4,2.78,11.22,99.62,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,25658942233.0,83372588.0,59.9,2.1,0.07,20.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2001,38892033056.0,80663957.0,72.3,2.16,0.8,87.01,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2013,1664316261773.0,35207359.0,81.4,7.61,15.8,99.5,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2017,1660060354211.0,144170543.0,72.2,5.24,11.12,99.7,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2003,252043658257.0,4609534.0,79.5,3.51,8.68,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2022,3380921757318.0,1418235622.0,70.6,4.69,1.95,99.68,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2000,284168147000.0,37076604.0,73.6,14.9,3.59,94.28,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2000,175715750581.0,38342395.0,73.7,15.89,7.71,99.84,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2012,784239505917.0,74785641.0,75.5,12.13,4.13,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2000,126024440889.0,63150295.0,70.8,2.35,2.8,82.04,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2003,625806897030.0,20061973.0,80.0,5.98,17.23,99.76,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2018,307380989931.0,98182958.0,70.5,8.79,2.38,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2019,454375817647.0,44914517.0,76.7,10.1,4.04,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2007,1141323079502.0,144373376.0,67.8,8.29,11.36,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2017,1276476316057.0,122670909.0,75.3,3.79,3.58,99.76,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
